,evaporation_from_bare_soil,evaporation_from_open_water_surfaces_excluding_oceans,evaporation_from_the_top_of_canopy,evaporation_from_vegetation_transpiration,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
2018-10-16,-0.001908441062065928,-0.0002828150397059896,-3.5475131880957633e-06,-1.0409118355407069e-05,299.48958889643353,299.6429575284322,300.27800273895264,301.69688669840497,97845.9727376302,299.20653438568115,8.881476478409903e-06,1.7505704561869304,0.6460765600204468
2018-10-20,-0.001705706297798315,-0.0002021770105784526,-7.610085958731361e-06,-8.942119166022167e-06,298.77560726801556,299.3025507926941,300.2013826370239,301.5802404085795,98057.17712402344,297.74726883570355,2.415047755939999e-05,-0.0677566925684611,-0.42343013485272724
2018-10-24,-0.001496500481152907,-0.0001713809215289075,-6.444694433109059e-05,-9.646819307818078e-06,298.11877568562824,298.57729625701904,299.8693159421285,301.4570954640706,98186.73665364583,297.45150089263916,0.00018833498683131408,0.07886886596679688,-0.11707225441932678
2018-10-28,-0.001440766154701123,-0.0001657513736669595,-1.1615047696977854e-06,-8.400883719635507e-06,297.7832562128703,298.32391627629596,299.59630330403644,301.3199957211812,98227.16536458333,296.4780314763387,2.2903427853530425e-06,-1.1294703086217244,-0.7762919465700785
2018-11-01,-0.0013494135431149819,-0.0001118265681725461,-1.9116790402525416e-07,-7.794874060588578e-06,298.5115804672241,298.66418774922687,299.4117619196574,301.1742919286092,98011.82080078125,297.4648377100627,2.82747340207834e-07,-0.009373297293980917,-0.4450071652730306
2018-11-05,-0.001181686300697038,-6.848146646613411e-05,-1.7769464951319e-07,-1.0703649119629214e-05,295.44918791453046,296.86461273829144,299.1383144060771,301.0305109024048,98196.28999837239,293.3689567248027,1.9986180473570889e-07,-0.21831671396891275,-1.2244711915651958
2018-11-09,-0.0010997008024181316,-5.110567932812652e-05,-3.214602960118403e-07,-6.66890264255926e-06,295.8138632774353,296.3550992012024,298.37875239054364,300.85086091359454,98070.38305664062,294.53054332733154,2.373459684346102e-07,-0.5179513891537985,0.19386599461237589
2018-11-13,-0.001016715083702972,-4.04471690368761e-05,-2.5087198688803863e-07,-5.0855129908692715e-06,297.1478916803996,297.4571035703023,298.2599488894145,300.6502372423808,97961.17321777344,295.63268025716144,4.4650668821570133e-07,0.8196951846281687,-0.653191089630127
2018-11-17,-0.0009807395539003967,-3.3985281334025785e-05,-2.5455362144081545e-07,-5.56360343277144e-06,297.01551548639935,297.15849510828656,298.2174212137858,300.4660026232402,98100.48059082031,295.6234100659688,4.353836532781467e-07,-0.8489837646484375,-0.17824037869771323
2018-11-21,-0.0009092658056033542,-2.713340715369365e-05,-7.502179263004412e-08,-6.411414991210525e-06,297.0939995447795,297.63145033518475,298.3365321159363,300.2968870798747,98408.85319010417,295.32190704345703,3.11682579005416e-08,-0.7257186571756998,-0.9192704061667124
2018-11-25,-0.000749884073229623,-2.155329093511682e-05,3.4098169029069446e-08,-6.370401933963876e-06,295.2614386876424,296.1171803474426,298.0668562253316,300.14045731226605,98346.27197265625,293.28805144627887,4.566236822730237e-07,-0.977721373240153,-0.8334038654963175
2018-11-29,-0.0006972817391215358,-2.2572625312022865e-05,-6.398136974894442e-06,-6.18369085714221e-06,294.10286172231037,295.1945837338765,297.5307660102844,299.962659517924,98335.29138183594,291.93799606959027,6.217055155133266e-07,-0.6553542415301005,-0.7137587169806162
2018-12-03,-0.0006796034946698152,-1.9776383851421997e-05,-2.0340303308330476e-07,-7.890577762736939e-06,293.7992790540059,294.6069022814433,296.912086168925,299.7548619906108,98186.61100260417,291.5815356572469,3.2193935413834157e-07,-1.5699674288431804,-0.4608923594156901
2018-12-07,-0.0006499676904544079,-1.817306535182676e-05,-1.585146189124013e-07,-8.422150131082162e-06,292.7770611445109,293.880659421285,296.4136921564738,299.52042865753174,98133.03413899739,290.53601026535034,6.262226056226912e-08,-1.564208447933197,-0.3525698284308116
2018-12-11,-0.0005333485205483157,-2.8105403544032015e-05,-3.932486166983532e-05,-8.89640796231106e-06,292.1246503194173,293.3850064277649,295.9156656265259,299.26789951324463,98487.73726399739,289.48702748616535,8.295020057728457e-05,-0.6109880109628042,-1.127108633518219
2018-12-15,-0.0005061369180718126,-2.6657524358597584e-05,-1.939809105048577e-06,-1.1090057341789361e-05,289.65994087855023,291.25725809733075,295.0816858609517,298.98789405822754,98696.53210449219,287.33983119328815,4.0263401975456265e-07,-0.7473948200543722,-1.472202757994334
2018-12-19,-0.0005477335277343324,-2.2660535857236635e-05,-3.3333829681699476e-06,-6.911450327606872e-06,289.4450092315674,290.64173158009845,294.1880400975545,298.6597623825073,98397.11682128906,288.19590918223065,4.899697005900094e-07,-0.7268104553222656,-0.1804163157939911
2018-12-23,-0.0005413606577349128,-1.9519498891895637e-05,-1.6824439323196808e-07,-7.18627901126941e-06,290.962530930837,291.5703207651774,293.7755176226298,298.3064292271932,98265.07897949219,288.9390498797099,4.0060836755303103e-07,-1.4368922511736553,-0.7826720078786215
2018-12-27,-0.0005343610270453306,-1.698850428510923e-05,-4.448102117748931e-07,-9.154235764678257e-06,288.67803955078125,290.2527044614156,293.4998348553975,297.9626353581746,98538.34493001302,286.88276799519855,8.53924369437209e-07,-0.02161046862602234,-0.759318470954895
2018-12-31,-0.0005499676190083846,-1.6011512343538925e-05,-7.943811700291311e-07,-5.097329752364506e-06,290.0327208836873,290.587806224823,292.9772211710612,297.608562151591,98669.42740885417,288.8400920232137,4.5116023746534967e-07,-0.5313795705636343,-0.48191943764686584
2019-01-04,-0.0004939424009838452,-1.3497650191614715e-05,-4.3032559915445745e-07,-6.285682199328828e-06,290.9021170934041,291.4831425348918,293.0399996439616,297.2663610776265,98425.25642903645,288.8618868192037,6.253849079336978e-07,-0.5672188103199005,-1.1566142837206523
2019-01-08,-0.000492433265511257,-1.3554981705965474e-05,-3.2148952110825726e-06,-5.572876640750716e-06,289.7521327336629,290.55430205663043,292.93272431691486,296.95370960235596,98385.77701822917,287.5872662862142,3.358826106136803e-07,-0.7837268511454264,-0.5852732757727305
2019-01-12,-0.0005249539814637197,-1.4067455291903267e-05,1.457343993630881e-07,-6.628737840704464e-06,290.4354591369629,291.14290221532184,292.8209770520528,296.6513590812683,98483.93005371094,288.20977369944256,2.910675136469365e-07,-0.7153304616610209,-1.0622401436169941
2019-01-16,-0.0005633210106073724,-1.3790474137446532e-05,-1.2190139386802912e-07,-4.925089039412948e-06,290.9924217859904,291.1568654378255,292.7377082506816,296.3665707906087,98348.52799479167,289.4642014503479,5.798768007991839e-07,-1.3496674994627635,-0.12951171398162842
2019-01-20,-0.0005145937648194376,-3.1514514679050386e-05,-6.471094153918482e-05,-3.943027574374962e-06,292.6748703320821,292.69549322128296,293.05461104710895,296.11070251464844,98070.61173502605,291.06601572036743,0.00012837508690270263,-0.699219803015391,0.18715416391690573
2019-01-24,-0.0003720436009947055,-7.84721475307985e-05,-9.384561235492583e-05,-8.794949584019681e-06,289.29893732070923,290.76460949579877,293.0889533360799,295.894949277242,98679.82564290364,286.3989644050598,0.00018450907354135757,-0.4557527005672455,-2.2394360403219857
2019-01-28,-0.00048616689976673416,-7.459670632670168e-05,-2.1786803093467217e-05,-8.301628743841624e-06,288.9494837125142,289.54534419377643,292.33809423446655,295.66301186879474,98589.53548177083,287.14787975947064,5.996922526563253e-06,-0.48409660657246906,-0.5094117522239685
2019-02-01,-0.00048620422846094397,-5.55962791016403e-05,-1.0802250471897423e-06,-5.05796500268237e-06,291.6575624148051,291.48868195215863,292.2415979703267,295.4125442504883,98497.92923990886,289.4528079032898,3.4392535338175395e-07,-0.5259619255860647,-1.6922976076602936
2019-02-05,-0.0005414921603611825,-5.113483166496735e-05,-1.8240244874808315e-05,-6.5571530285524204e-06,293.4361901283264,293.4671247800191,292.8789930343628,295.2022744814555,98041.18611653645,291.2475209236145,4.387777505717357e-05,1.045294612646103,0.4234114686648051
2019-02-09,-0.0005218553869781317,-3.18635126556425e-05,-2.9570825669604045e-07,-6.496076821349561e-06,291.21886348724365,291.46334075927734,292.94901355107623,295.04416672388714,98626.32751464844,289.0326153437297,2.9557517574237596e-07,-1.3505099614461262,-0.4480669895807902
2019-02-13,-0.0005713557657145429,-0.00011955350237258244,-6.069701339583844e-05,-3.794193617068231e-06,294.56308873494464,294.23943360646564,293.3027246793111,294.8985792795817,98237.11437988281,292.6335244178772,0.0001283502671588129,0.2030658721923828,-0.7233099341392517
2019-02-17,-0.0006390320468199207,-0.00010239735759872322,-3.849533338022108e-07,-4.1830241267841e-06,295.7465303738912,294.6663924853007,293.7887578010559,294.8033037185669,97980.09476725261,294.1492609977722,8.141766230096437e-07,0.19909747441609701,0.7703298926353455
2019-02-21,-0.0006346629331043611,-5.074623125741103e-05,-6.0643942561000586e-06,-4.921363749114486e-06,296.76083278656006,296.4369413057963,294.7195094426473,294.76366329193115,98094.31717936198,294.56228431065875,8.422626952035253e-06,0.5132190386454264,-1.099133590857188
2019-02-25,-0.000485816846776288,-0.00010350298058862488,-0.00013300980511606517,-8.105519555101637e-06,293.89924748738605,294.509591738383,294.9439797401428,294.7744239171346,97824.41259765625,290.9284977912903,0.0003567193338268974,-0.29461244742075604,-0.8997819026311239
2019-03-01,-0.00047315427582361735,-0.00014998132792243268,-9.840716847975273e-05,-8.004171831998974e-06,294.47139660517377,294.1551291147868,294.5807951291402,294.7728106180827,97860.6268717448,292.4576961199443,0.00015430706163440297,-1.4642337560653687,-0.527464747428894
2019-03-05,-0.0006119820094075598,-0.00014293302471439043,-4.3379865625562765e-08,-6.06390737326971e-06,295.86204195022583,295.5057191848755,294.7649844487508,294.7627212206523,97861.02469889323,293.64431587855023,1.0011809277917412e-07,-0.3646434148152669,-0.15075854460398355
2019-03-09,-0.000622992369850787,-6.743576371566935e-05,-5.060470963750655e-07,-6.883636463802152e-06,297.7592094739278,296.9686582883199,295.2571749687195,294.779048760732,98025.97900390625,295.40281915664673,8.492614267755864e-07,-0.31877924998601276,-0.8851302266120911
2019-03-13,-0.0005533809635380749,-2.5340602102611836e-05,-2.5783386566520977e-07,-7.730846239913566e-06,297.1834780375163,296.8543327649434,295.7523471514384,294.8330348332723,98243.76505533855,294.67665513356525,7.095468060140201e-07,-0.967204769452413,-1.2447880804538727
2019-03-17,-0.0007098171621085688,-1.6256564170665417e-05,-2.5491560033212107e-07,-7.206558924129543e-06,299.45964018503827,298.204710483551,296.17245356241864,294.911186059316,97856.28076171875,297.2252785364787,4.5566834749877216e-07,0.09158007303873698,-0.038764635721842446
2019-03-21,-0.0007509587497528022,-1.0821298322601555e-05,-3.144202006903167e-07,-6.942594154679682e-06,300.8890868822734,299.7297987937927,296.9941415786743,295.0277115503947,97969.22945149739,298.7226646741231,5.988268565459975e-07,0.19199228286743164,-1.0872384905815125
2019-03-25,-0.0007837844198850993,-0.00026012192089789704,-5.1810400085135676e-05,-6.065755769668613e-06,301.11164744695026,300.1740336418152,297.695259253184,295.19166326522827,97999.35591634114,299.24557574590045,0.000542656188686171,0.09938046336174011,-0.64192662636439
2019-03-29,-0.0008559201348058801,-0.00018314579877672563,-1.0352380437931666e-05,-7.349425989862842e-06,303.72415653864545,302.31661717096966,298.53901386260986,295.3923077583313,97570.78499348958,302.37680371602374,2.773030243759707e-05,0.6671321193377177,-1.369357039531072
2019-04-02,-0.0008500693402311299,-4.24649139555792e-05,-3.0597396592687196e-06,-7.548823001949738e-06,304.85811344782513,303.1480436325073,299.42872921625775,295.6436343193054,97582.57507324219,303.53965616226196,7.713480319656204e-06,0.27101755142211914,-0.2251731256643931
2019-04-06,-0.0008219405438770385,-6.638440875879799e-05,-3.320920162271553e-05,-8.8510799590343e-06,306.6256251335144,304.9504617055257,300.4775505065918,295.940856774648,97346.79960123698,305.27176157633465,0.00011090069753723804,1.5943684577941895,-0.42607568701108295
2019-04-10,-0.0008281583626133701,-6.479430218557052e-05,-1.7914291674969718e-05,-9.736351785250008e-06,307.0736087163289,305.56893714269,301.4164204597473,296.28671646118164,97486.39721679688,305.24260902404785,5.104458981985971e-05,0.2546998659769694,-0.9468261996905009
2019-04-14,-0.0006678605380632993,-0.0001288407602260122,-9.016485698036074e-05,-1.344075705371021e-05,305.00337171554565,304.8886415163676,302.0914195378621,296.66449721654254,97620.18595377605,301.9302770296733,0.0009594309177387572,-0.015935579935709637,0.5964254140853882
2019-04-18,-0.0008379755181522341,-0.0004427813316093913,-6.9857202712834505e-06,-1.025427263812162e-05,302.95031388600665,302.2998911539714,301.60714292526245,297.0221408208211,97549.68493652344,300.571857770284,1.48485996586493e-05,0.5800441106160482,-0.9267299075921377
2019-04-22,-0.0007927405755860187,-0.00022316977204657937,-9.547087150470664e-08,-1.2698888288772045e-05,307.4737226168315,305.5302909215291,301.7544101079305,297.3311316172282,97427.12744140625,307.0836814244588,1.6891085704203354e-07,1.7432815233866374,-1.2479499876499176
2019-04-26,-0.0008246229190262966,-3.2606149640438766e-05,-2.6743691705632955e-07,-9.856191051464217e-06,309.16689252853394,307.53907601038617,302.80906041463214,297.6663506825765,97281.14587402344,306.9860707918803,5.987158192185168e-07,0.15960931777954102,-0.6921330392360687
2019-04-30,-0.0007442066380463075,-9.886768263337823e-06,-3.6367673601489514e-06,-1.5281771993613802e-05,309.0938566525777,307.74519538879395,303.67763725916546,298.0457402865092,96971.48807779948,306.9217246373494,9.451971267560033e-06,1.0720909436543782,-0.009111523628234863
2019-05-04,-0.0006762695047655143,-1.6543216285451006e-05,-1.366912935433599e-06,-1.730375273230796e-05,308.7763630549113,307.60248136520386,304.1963748931885,298.4448612531026,97363.08890787761,306.6054202715556,3.363207832525935e-06,2.3969192504882812,-0.23464908202489218
2019-05-08,-0.0006455346447182819,-8.718317379437698e-06,-2.591447506953652e-07,-1.746882298903074e-05,309.34561983744305,308.17323239644367,304.6230963071187,298.8451903661092,97275.1141764323,307.02592436472577,6.636559513791459e-07,3.2917963663736978,0.45114973187446594
2019-05-12,-0.0005974530564950934,-9.042814902689618e-05,-6.461279554059729e-05,-1.2329548250515169e-05,309.0465563138326,308.0530309677124,304.97201140721637,299.2446904182434,97260.12654622395,306.1527732213338,0.00017862341674501625,1.993794600168864,-0.28111835320790607
2019-05-16,-0.0005417931970441714,-5.828453261832086e-05,-4.014384709686662e-06,-1.394736561148117e-05,308.53080638249713,307.731610139211,305.14454491933185,299.634397983551,97461.00541178386,305.1917190551758,1.0466543292841912e-05,2.056679089864095,-0.6506319443384806
2019-05-20,-0.0006314900510915322,-0.0001714906993584009,-7.427659390183787e-05,-1.1226136848563328e-05,309.99792496363324,308.73875363667804,305.3856984774272,300.00734599431354,97281.52022298177,307.1964186032613,0.0004913909226817633,0.8618922233581543,-0.3079903721809387
2019-05-24,-0.000612400521276868,-0.0002959603765096593,-1.4470830137724988e-05,-1.3555228785359455e-05,310.09046300252277,308.9508647918701,305.7660614649455,300.3783241907756,97114.09020996094,307.8161063194275,5.9746767412309033e-05,1.542988936106364,-0.8438039918740591
2019-05-28,-0.0006568467536756847,-4.452461325854529e-05,-1.8202536011813208e-06,-1.500358181753351e-05,312.044264793396,310.3766148885091,306.2931022644043,300.75123230616254,96916.69795735677,310.0417372385661,4.487400088700373e-06,2.133494218190511,-0.6376078625520071
2019-06-01,-0.0006360114524189461,-2.1302603878818143e-05,-9.050930505812479e-06,-2.0412342564668506e-05,313.2644913991292,311.56849098205566,307.072807153066,301.14398829142254,96803.81184895833,311.9204320907593,2.309181585417412e-05,3.6336671511332193,-1.040145734945933
2019-06-05,-0.0006283488261639528,-8.940249851245122e-06,-1.3920301474475613e-07,-1.506055923528038e-05,313.4433207511902,312.07363351186115,307.82580455144245,301.5622475941976,96902.96858723958,311.1560818354289,2.84299254952695e-07,1.0221402148405712,-1.1898067593574524
2019-06-09,-0.000637398830500994,-1.0177243287519863e-05,-1.2102092417383878e-05,-1.627108758839313e-05,314.3403031031291,312.7879819869995,308.4613281885783,301.9954794247945,96603.72534179688,311.718594233195,3.397696259751134e-05,1.6879541079203289,-0.7946804364522299
2019-06-13,-0.0007065258663108883,-0.00047895856126463815,-0.00017372470392729156,-1.3962968902584786e-05,308.6443239847819,309.3390170733134,308.49174642562866,302.42939647038776,96899.92895507812,306.1198061307271,0.000825307427693082,2.797769546508789,-0.17547566692034403
2019-06-17,-0.0007785277600002397,-0.0003735804487708568,-0.0003213999728662505,-1.6037326228494447e-05,304.63450288772583,305.6738947232564,307.3616627057393,302.7954077720642,96903.96468098958,302.1410803794861,0.011789883040842756,1.1173137227694194,0.11537474393844604
2019-06-21,-0.002493963918823283,-0.0005784032236988423,-7.992019285059844e-05,-9.76521854075448e-06,305.21568902333576,305.134104569753,305.74544254938763,303.04344177246094,96915.48844401042,304.24426825841266,0.0008037621770797809,0.07429663340250652,-0.4158952236175537
2019-06-25,-0.0022447422743425705,-0.0005769002643016089,-9.726703562288701e-05,-1.166845807650437e-05,305.9675464630127,305.781307220459,305.3489583333333,303.2118485768636,96765.19645182292,305.26900990804035,0.00026799113845206907,2.5392446517944336,0.7083653708299001
2019-06-29,-0.0021017858061895822,-0.0005763695553469006,-0.00015709011070915344,-1.1267956021280648e-05,306.7054634094238,306.33878501256305,305.34569120407104,303.35640239715576,96610.8135579427,305.4356840451558,0.0004431427986626805,2.4215054512023926,0.31185345848401386
2019-07-03,-0.00043299084791215137,-0.00027367009715817403,-0.0008501491781013707,-9.848639820120297e-06,302.813330968221,303.7707095146179,305.0594352086385,303.4892930984497,96476.27083333333,301.4841248194377,0.004916991452920054,1.6724673906962078,-0.41695350408554077
2019-07-07,-0.0016168540751095861,-0.0004836868398948961,-0.00032822003655989346,-9.00149461813271e-06,303.1645107269287,303.20961236953735,304.0617500940959,303.55847628911334,96514.21097819011,302.5820369720459,0.0018436340102436777,3.136809825897217,2.0255995790163674
2019-07-11,-0.0023199832655033483,-0.0006337342298744867,-3.1923142766269547e-07,-1.278244720500273e-05,304.12061643600464,304.0115575790405,303.8742844263713,303.5834501584371,96812.22220865886,303.4463508923848,8.047201554746882e-07,4.0057007273038225,2.9869934717814126
2019-07-15,-0.0017685553824170104,-0.0004828277681857192,-5.236809920461383e-05,-1.4457514528961232e-05,304.81921704610187,304.53203614552814,303.96666955947876,303.60633484522504,96865.89518229167,303.88953081766766,0.00027323201865570024,3.085674782594045,1.9357171058654785
2019-07-19,-0.0016141964521618017,-0.0004964175544349322,-0.0004683606130129192,-1.4500375982606784e-05,305.1364076932271,304.89680004119873,304.2181390126546,303.63984457651776,96852.43721516927,303.82857275009155,0.002109167231982475,-0.12743447224299112,0.3527001241842906
2019-07-23,-0.0011131945157103473,-0.0004116836820079091,-0.0006626791055168724,-1.0977955753332935e-05,304.0967303911845,304.5217677752177,304.4757248560588,303.6902248064677,96676.57881673177,302.75840854644775,0.004911883259806886,1.6872854232788086,0.8729561269283295
2019-07-27,-0.0008670863571751397,-0.000295892763157705,-0.0007445100103116905,-8.52728589961771e-06,301.80784670511883,302.09027369817096,303.5670789082845,303.71707487106323,96590.18823242188,300.55915721257526,0.04097327153130529,-0.652122974395752,-0.16829348603884378
2019-07-31,-0.0007973687285508883,-0.00021436448696476873,-0.0007507840243003253,-8.709145428535217e-06,301.8635762532552,302.26162083943683,303.109032313029,303.68316141764325,96645.31278483073,300.4221971829732,0.008057741239261063,1.3420478502909343,-0.5029884080092112
2019-08-04,-0.0007630311404985454,-0.00025071962651660823,-0.0007795695522266518,-5.671913337816174e-06,301.4924650192261,301.80105479558307,302.6871190071106,303.6176025072734,96421.3983561198,300.44551340738934,0.007801600671089555,1.7154412269592285,-0.21066799759864807
2019-08-08,-0.0013060067212791182,-0.00035216988968992763,-0.0005449075815704418,-5.595552162655319e-06,301.39815823237103,301.6391264597575,302.36538219451904,303.52602910995483,96440.59305826823,300.59249846140546,0.003163840699225151,-1.176182746887207,0.6757224599520365
2019-08-12,-0.0007475844019306047,-0.00020333758584456518,-0.0006456873828331785,-7.172663269254069e-06,300.5849067370097,301.03734191258746,302.09271907806396,303.41772921880084,96865.68509928386,299.9464979171753,0.011615421739387862,2.3525162835915885,-1.392636477947235
2019-08-16,-0.0006970424668300742,-0.0001925547979529559,-0.0009169672909289753,-5.82694216670158e-06,300.04584487279254,300.29551045099896,301.52011823654175,303.2814043362935,97020.49479166667,299.49322032928467,0.009187472801810648,2.7634170850118003,0.5524855554103851
2019-08-20,-0.002170178860978922,-0.0004715313492245817,-0.00023061932430816037,-8.254425362489807e-06,301.9244101842244,301.812050819397,301.65904601414996,303.1297388076782,97160.39912923177,301.3578562736511,0.0004973842087163671,2.912271499633789,-0.919817308584849
2019-08-24,-0.0009037696454470279,-0.0002071786190451045,-0.0006221103388573587,-8.350563803105615e-06,300.8242220878601,301.11766799290973,301.8103931744893,303.01553710301715,97003.38960774739,299.8967521985372,0.006535617849265152,0.2962345580259959,-0.9049263695875803
2019-08-28,-0.0010836000219569542,-0.00028907227715535555,-0.0007082930090594649,-7.912870690536996e-06,301.6051125526428,301.5265402793884,301.6968477567037,302.9036768277486,96959.28039550781,300.5770026842753,0.005434487647311026,0.12699476877848306,0.5224650005499522
2019-09-01,-0.0015259199074838155,-0.0003381029679682494,-0.0005055983444132531,-8.242531597109823e-06,302.468053817749,302.34785509109497,302.0478202501933,302.8125783602397,96882.322265625,301.16267410914105,0.0024328412643131645,0.5980873107910156,0.02923851211865743
2019-09-05,-0.0011610846407468973,-0.0002709497057367116,-0.0006191504823315578,-7.5689379931039484e-06,302.4512391090393,302.4707441329956,302.36790641148883,302.76235914230347,96792.6131998698,301.08740107218426,0.004799669814555041,-0.03397925694783529,-0.40719430645306903
2019-09-09,-0.001750428396311084,-0.000391415069316281,-0.0003101806760241743,-5.305725911360544e-06,302.7939799626668,302.6820985476176,302.48109499613446,302.7328921953837,96939.6348470052,302.0276131629944,0.0016878658478711728,1.4497178395589192,-0.26076774795850116
2019-09-13,-0.0005888351903801473,-0.00015914353267968787,-0.0008915650062893595,-5.59820000489708e-06,300.76392126083374,301.18134450912476,302.26497475306195,302.7080273628235,97136.41288248698,299.99144140879315,0.015559810497015528,1.3069391250610352,-1.3410188059012096
2019-09-17,-0.0019095108503582499,-0.00043354082057097304,-0.0003350609107049725,-8.45808911738762e-06,301.9312907854716,301.9737606048584,302.05524094899494,302.6527036031087,97443.39449055989,300.74576234817505,0.0012995116875304709,-1.074357012907664,-0.7516644299030304
